id,video_id,author,text,abusive
UgiD_64QOco2mHgCoAEC.7-H0Z7-Gxl27COjCGn_bUA,ihixlCUv3tY,Денис Разуменко,если от тебя уйдет жена ее не надо избевать и держать на цепи а менятся самому чтобы она осталь с тбой украинский народ в праве выберать свой путь сам и набивать свои шишки сам лубое дело не проходит без ошибок и поражений надо просто двигатся вперед пока есть возмжность ,False
UggVNvsNkZPUvHgCoAEC.7-H0Z7-I7Sg7-iAHBdcTMy,wObv3OVPk30,иван русский, это ты про правый сектор с уноунсо ,False
Ugi1aX2vZ0vdfXgCoAEC.7-H0Z7-AFE37-iVSc403VD,XcFDWjoFEjs,Petro Didula,ісус зустрічався із демонами лице в лице тому він їх перемагав ви приречені на програш тому що їх боїтеся ,False
Uggy6Ng-HvqOR3gCoAEC,IqFdatdem64,Dmytro Lisunov,очень жалко россиян в основе пишут гадости здесь люди которые дальше своего жопоградско мухосранского не выезжали ну или тролики чтобы понять что происходит нужно выехать с ж м хотя бы в киев я молчу про львов и вообще молчу о европейских столицах хотя люди вышли уже не за европу русским не понять у них все хорошо ,True
UgjfmGpSQOtHGngCoAEC.7-H0Z7-T-tN7-H2e_6uEZG,T6IbEIBhb8o,xaoc80,пока такие дебилы есть на украине януковичу можно не волноваться ,True
UggseOFTmXvalngCoAEC,8SqTaE4-5a4,Crossant,я за майдан они хотят лучшего для украины сейчас наша страна на нишей планке развития но я надеюсь что мы добьемся своего надо менять все если мы перейдем в ес то может для нас где то рядом засияет маленький луч надежды и новой эры для нашей батьківщини україни ,False
UggOzILSRAmSD3gCoAEC,zCmV4dX5tgs,Gennady Kononov,так смешно все это смотреть слушать и читать восприятие россиянами происходящего в украине напоминает восприятие голливудом происходящего в россии медведи гуляющие по улицам военные шапки спьецназ и тд ,False
UgjItatZaK6UAHgCoAEC,4D2EPDACTqY,Юра Юрко,набридло сміття нехай відставку янучар то сміття не буду ,False
UgjfXB1A3JnGMHgCoAEC,zCmV4dX5tgs,LenaSivers,какая же неприятная эта японская обезьянка вульгарная до невозможности ,False
UghVew2GDBaq3XgCoAEC,xZUzfzTLD4U,Юля Акопян,евросоюззз смешно есть европа америка и россия это два ядерных полюса а украина между ними подумайте над всей этой заворушкой говорят вам о свободе а сами ищут место для пво ,False
Ugjy2l06iPtArngCoAEC,GGaQ5BDNouM,Сергей 63,сомнительный чистый звук без внешних помех запись с такого расстояния должна быть наполнена постороними шумами где какафония звуков майдана по видюшке видно что снимали не професиональной апаратурой а на телефон или фотоапарат записать такое нереально нужна офигенная професиональная техник которая сможет качественно обработать выносной микрофон так что может он и играл эту композицию но видео явно не оригинал ,False
